"date","code","status","sex","back","center","front","side","front.bin","meanRank","meanPositionRanked","totalDist","secs","avgSpeed","distPerSec","status2","dob","ageDays"
2017-08-06,"VCVM001","DominantM","M",0.363627766219028,0.25307357669756,0.0406657839984869,0.342632873084925,0.265935313031965,-0.337259186722696,-1,2043.8144045976,10570,0.108443926153315,0.193359924749064,"DominantM",2011-12-21,2055
2017-08-06,"VHMF001","Yearling","F",0.214845640181941,0.442175554050131,0.0827446046646666,0.260234201103261,0.484467240878738,0.0763154607692133,-0.666666666666667,1982.25930264764,10331,0.129139360261496,0.191874872001514,"Subordinate",2016-10-27,283
2017-08-06,"VHMM002","Yearling","M",0.0747422680412371,0.404044409199048,0.193398096748612,0.327815226011102,0.636300555114988,0.402971826839679,0.666666666666667,2210.44139479866,10084,0.127449455360923,0.219202835660319,"Subordinate",2016-10-27,283
2017-08-06,"VHMM003","Yearling","M",0.0814130641782518,0.501333079413445,0.148733574557227,0.268520281851076,0.653304132546182,0.328176264406927,0.333333333333333,1950.01029786548,10500,0.125318948455162,0.185715266463379,"Subordinate",2016-10-27,283
2017-08-06,"VHMM006","Sub-Adult","M",0.154091700522345,0.411781775972142,0.104855871541884,0.329270651963629,0.502128071193654,0.147734843529752,-0.333333333333333,2098.24778102643,10335,0.11746566856664,0.203023491149146,"Juvenile",2016-12-28,221
2017-08-06,"VHMM007","Sub-Adult","M",0.0860706464819575,0.62334571074931,0.125011901361516,0.165571741407217,0.677806341045416,0.29196969754204,0,2155.62273733227,10501,0.128601517089775,0.205277853283713,"Juvenile",2016-12-28,221
2017-08-06,"VLF206","DominantF","F",0.0420970571038784,0.394465016565972,0.189923991424674,0.373513934905477,0.659715455076983,0.428498578728087,1,1682.93241163225,10230,0.0814124307250926,0.16450952215369,"DominantF",2013-08-21,1446
2017-08-07,"VCVM001","DominantM","M",0.246649329865973,0.360572114422885,0.128325665133027,0.264452890578116,0.471994398879776,-0.0054751965980978,-0.6,1917.74936825968,9995,0.12243994703602,0.191870872262099,"DominantM",2011-12-21,2056
2017-08-07,"VHMF001","Yearling","F",0.132516815580765,0.618913763678345,0.0994880032125289,0.149081417528361,0.531974701335207,0.159061760200364,0.2,1968.39443005296,9959,0.12933335441939,0.197649807214877,"Subordinate",2016-10-27,284
2017-08-07,"VHMM002","Yearling","M",0.276704374812294,0.303133446791471,0.211432575833417,0.208729602562819,0.47702472719992,-0.00393492721454157,-1,1726.82523766688,9984,0.11746673261236,0.172959258580417,"Subordinate",2016-10-27,284
2017-08-07,"VHMM006","Sub-Adult","M",0.0985394157663065,0.638155262104842,0.0670268107242897,0.196278511404562,0.515506202480992,0.16695608759734,-0.2,1946.75094310804,9995,0.124913484780774,0.194772480551079,"Juvenile",2016-12-28,222
2017-08-07,"VHMM007","Sub-Adult","M",0.0339645326119627,0.684300170323615,0.132451658150486,0.149283638913936,0.699829676385132,0.382004334246916,0.6,2115.21202964229,9977,0.127229591272189,0.212008823257721,"Juvenile",2016-12-28,222
2017-08-07,"VLF206","DominantF","F",0.127435492364402,0.35724065297525,0.24044233807267,0.274881516587678,0.726171669299631,0.384367997753618,1,990.573192535324,9451,0.0784218306925436,0.104811468895918,"DominantF",2013-08-21,1447
2017-08-08,"VCVM001","DominantM","M",0.511717932621887,0.267210713538397,0.0382925298179535,0.182778824021762,0.193032015065913,-0.547705323814058,-1,1383.8411725473,9552,0.088642754244601,0.144874494613411,"DominantM",2011-12-21,2057
2017-08-08,"VHMM002","Yearling","M",0.0770517511761631,0.206272869837951,0.253319393622582,0.463355985363304,0.635859905906952,0.401567223613303,0.5,1903.95134607977,9562,0.123444012343408,0.199116434436286,"Subordinate",2016-10-27,285
2017-08-08,"VHMM006","Sub-Adult","M",0.144459586958801,0.491665793060069,0.154838033336828,0.209036586644302,0.629101582975155,0.239366558937411,-0.5,1810.94290260443,9536,0.109562310666183,0.189905925189223,"Juvenile",2016-12-28,223
2017-08-08,"VHMM007","Sub-Adult","M",0.0435372729171017,0.643036124451869,0.114115681770725,0.199310920860305,0.67404468573815,0.341535614703961,0,1694.95546079653,9575,0.110538780204899,0.177018847080577,"Juvenile",2016-12-28,223
2017-08-08,"VLF206","DominantF","F",0.07740232312566,0.398838437170011,0.216261879619852,0.307497360084477,0.693030623020063,0.45374338181731,1,1169.34560777192,9454,0.070506865386307,0.123687921279026,"DominantF",2013-08-21,1448
2017-08-09,"VCVM001","DominantM","M",0.211877249479068,0.24275430952832,0.12890698996022,0.416461451032393,0.479541579844668,0.0113119320128545,0,2082.05436863391,10557,0.149069499421368,0.197220267939179,"DominantM",2011-12-21,2058
2017-08-09,"VHMM002","Yearling","M",0.144207802547771,0.369227707006369,0.160031847133758,0.326532643312102,0.481190286624204,0.0758745401302759,-1,1996.48823903006,10039,0.145359462309682,0.198873218351436,"Subordinate",2016-10-27,286
2017-08-09,"VHMM006","Sub-Adult","M",0.13727959697733,0.524123231931796,0.112865723696958,0.225731447393916,0.546018213524511,0.160357676855946,0.5,1930.86718989401,10319,0.127414440127694,0.187117665461189,"Juvenile",2016-12-28,224
2017-08-09,"VHMM007","Sub-Adult","M",0.0720993934650753,0.546272745059675,0.132165916650362,0.249461944824888,0.564860105654471,0.205913313830382,1,2002.0321881356,10217,0.135404049184203,0.195951080369541,"Juvenile",2016-12-28,224
2017-08-09,"VLF206","DominantF","F",0.205161810666398,0.337433208992842,0.062405484423833,0.394999495916927,0.384514568000807,-0.104048635174037,-0.5,1213.20666048368,9889,0.0529463833586354,0.122682441145078,"DominantF",2013-08-21,1449
2017-08-10,"VCVM001","DominantM","M",0.229549988915983,0.555309244070051,0.00953225448902682,0.205608512524939,0.174019064508978,-0.300525950646037,-0.333333333333333,1014.12329437593,9020,0.06223365646509,0.112430520440791,"DominantM",2011-12-21,2059
2017-08-10,"VHMM002","Yearling","M",0.0793703214442977,0.406759136944078,0.194627917217085,0.31924262439454,0.67107001321004,0.633253324833227,1,1526.50925964695,9075,0.121377389011693,0.168210386737956,"Subordinate",2016-10-27,287
2017-08-10,"VHMM006","Sub-Adult","M",0.30294499783456,0.416522304027718,0.0325898657427458,0.247942832394976,0.314854915547856,-0.129161756587258,-1,1406.07214061002,9228,0.0710784068716021,0.152370192957306,"Juvenile",2016-12-28,225
2017-08-10,"VLF206","DominantF","F",0.139755317976414,0.607957676622947,0.0832139314449465,0.169073073955693,0.500055108563871,0.0227670097311322,0.333333333333333,1085.42659995436,9065,0.0667895851081364,0.119738179807431,"DominantF",2013-08-21,1450
2017-08-11,"VCVM001","DominantM","M",0.202584081270342,0.484268665548871,0.103757767038169,0.209389486142618,0.4997534273597,0.0544296816637198,-0.333333333333333,1707.66829087812,10138,0.0794445025420274,0.168442325002774,"DominantM",2011-12-21,2060
2017-08-11,"VHMM002","Yearling","M",0.147122585731179,0.523255813953488,0.0763697280252267,0.253251872290106,0.504927079227434,0.120363732344879,0.333333333333333,1730.42213029663,10147,0.0883132867560058,0.1705353434805,"Subordinate",2016-10-27,288
2017-08-11,"VHMM006","Sub-Adult","M",0.208772794480039,0.64228684080828,0.00965993100049285,0.139280433711188,0.209167077378019,-0.319899559997225,-1,1626.21383736401,10144,0.0825307995807751,0.160312878289039,"Juvenile",2016-12-28,226
2017-08-11,"VLF206","DominantF","F",0.137560398382802,0.349768267429248,0.13499654866384,0.37767478552411,0.48535647372054,0.240200587570745,1,1171.96411000244,10140,0.0481344584489601,0.115578314595901,"DominantF",2013-08-21,1451
2017-08-12,"VCVM001","DominantM","M",0.466504685872961,0.335647344671989,0.0853870183963901,0.11246095105866,0.238111766747657,-0.432632633117858,-1,422.781510512963,2877,0.0852653883436507,0.146952210814377,"DominantM",2011-12-21,2061
2017-08-12,"VHMM002","Yearling","M",0.0768688293370945,0.667842031029619,0.0916784203102962,0.16361071932299,0.724612129760226,0.589804178669436,1,498.707051749621,2833,0.11276555374054,0.176034963554402,"Subordinate",2016-10-27,289
2017-08-12,"VHMM003","Yearling","M",0.267462902642056,0.411147303655447,0.113282663771263,0.208107129931234,0.514296055012667,0.227477942269532,0.333333333333333,420.638978250136,2761,0.0978560187418902,0.152350227544417,"Subordinate",2016-10-27,289
2017-08-12,"VLF206","DominantF","F",0.199275362318841,0.578985507246377,0.108695652173913,0.11304347826087,0.507608695652174,0.303000429233444,-0.333333333333333,353.095606023578,2758,0.0909261350186208,0.128025963025228,"DominantF",2013-08-21,1452
2017-08-14,"VCVM001","DominantM","M",0.17284071926894,0.383904883560971,0.121155546821264,0.322098850348826,0.491500442173529,0.15734160314324,-0.333333333333333,2880.39834673902,10173,0.196633710360407,0.283141486949672,"DominantM",2011-12-21,2063
2017-08-14,"VHMM003","Yearling","M",0.200118354867344,0.440280106519381,0.0357037183154157,0.32389782029786,0.301706282670875,-0.268243214747925,-1,2443.05615883329,10137,0.171074996971628,0.241003862960767,"Subordinate",2016-10-27,291
2017-08-14,"VHMM007","Sub-Adult","M",0.0543949546708711,0.66495861253449,0.0810997240835633,0.199546708711076,0.603961371698857,0.376782360180191,1,2650.21606867631,10145,0.18401244606507,0.261233717957251,"Juvenile",2016-12-28,229
2017-08-14,"VLF206","DominantF","F",0.164199723702388,0.509275705545688,0.070653246496941,0.255871324254983,0.591868955989738,0.180867227141077,0.333333333333333,1934.11636783513,10132,0.135070001866239,0.190891864176385,"DominantF",2013-08-21,1454
2017-08-21,"VCVM001","DominantM","M",0.225155612792445,0.500214638334406,0.112255848894613,0.162373899978536,0.535951921013093,0.354607731472436,0.333333333333333,1369.0116506348,9315,0.0344537335192038,0.146968507851294,"DominantM",2011-12-21,2070
2017-08-21,"VHMF001","Yearling","F",0.0131293402777778,0.591362847222222,0.132269965277778,0.263237847222222,0.712131076388889,0.565707537195154,1,1226.37252584244,9215,0.0556147708261222,0.133084376108784,"Subordinate",2016-10-27,298
2017-08-21,"VHMM002","Yearling","M",0.194187160651549,0.498669221760886,0.0638773554774832,0.243266262110082,0.37698285957628,0.121679714499432,-0.333333333333333,1193.86684837434,9392,0.0430101605206773,0.127115294758767,"Subordinate",2016-10-27,298
2017-08-21,"VLF206","DominantF","F",0.327484742807323,0.403116826503923,0.0673496076721883,0.202048823016565,0.39548823016565,-0.524356793300656,-1,931.162739262798,9174,0.0224622842663669,0.101500189586091,"DominantF",2013-08-21,1461
2017-08-22,"VCVM001","DominantM","M",0.07784370914211,0.53625666297898,0.0714070200140803,0.31449260786483,0.45288142411747,0.0739003933390411,-0.2,1356.93832707875,9941,0.0482261585572573,0.136499177857232,"DominantM",2011-12-21,2071
2017-08-22,"VHMF001","Yearling","F",0.279556775439667,0.460302937887567,0.0837653756226492,0.176374911050117,0.326014028667277,-0.20292033339794,-1,1759.96587973964,9836,0.0759819753083533,0.178931057313912,"Subordinate",2016-10-27,299
2017-08-22,"VHMM002","Yearling","M",0.207219115404169,0.365734621250635,0.0906964921199797,0.336349771225216,0.410371123538383,-0.0360393475904189,-0.6,1548.9960658867,9834,0.050005051304726,0.15751434471087,"Subordinate",2016-10-27,299
2017-08-22,"VHMM006","Sub-Adult","M",0.0933597002497918,0.552768526228143,0.122710241465445,0.231161532056619,0.552039966694421,0.213523419551494,0.2,1777.16100097877,9604,0.0740488776833104,0.185043836003621,"Juvenile",2016-12-28,237
2017-08-22,"VHMM007","Sub-Adult","M",0.0484422110552764,0.724020100502513,0.0873366834170854,0.140201005025126,0.542914572864322,0.186235934207504,0.6,1626.41777766258,9949,0.0742103901253745,0.163475502830695,"Juvenile",2016-12-28,237
2017-08-22,"VLF206","DominantF","F",0.128043747420553,0.331923235658275,0.186648782501032,0.35338423442014,0.515373503920759,0.144428915157014,1,1135.30081475601,9680,0.0494969620503316,0.117283142020249,"DominantF",2013-08-21,1462
2017-08-23,"VCVM001","DominantM","M",0.17493209938638,0.377326224725883,0.111055225832411,0.336686450055326,0.445729805854542,-0.045463660237573,-0.333333333333333,1616.99648753149,9940,0.0724137819773982,0.162675702970975,"DominantM",2011-12-21,2072
2017-08-23,"VHMF001","Yearling","F",0.0415076335877863,0.550763358778626,0.143511450381679,0.264217557251908,0.668797709923664,0.324213052121391,0.666666666666667,1981.89186214075,10477,0.0991000734670297,0.18916596947034,"Subordinate",2016-10-27,300
2017-08-23,"VHMM002","Yearling","M",0.158145065398335,0.385796130148092,0.179007674845963,0.27705112960761,0.570208626094476,0.20609729795907,0,1498.83715359834,9250,0.0707691636135954,0.162036449037659,"Subordinate",2016-10-27,300
2017-08-23,"VHMM003","Yearling","M",0.252995293110826,0.426294394522893,0.0499572100984168,0.270753102267865,0.213628583654258,-0.25170642374598,-1,954.165264298821,9341,0.0758276888730323,0.102148085247706,"Subordinate",2016-10-27,300
