"date","code","status","sex","back","center","front","side","front.bin","meanRank","meanPositionRanked","totalDist","secs","avgSpeed","distPerSec","status2","dob","ageDays","groupRef","weightDiff","zWeightID","zWeightGroup","session"
2017-08-07,"VCVM001","DominantM","M",0.246649329865973,0.360572114422885,0.128325665133027,0.264452890578116,0.471994398879776,-0.0054751965980978,-0.6,1917.74936825968,9995,0.12243994703602,0.191870872262099,"DominantM","2011-12-21",2056,134,-3,-0.530938994021545,-0.216062112609045,"hm17"
2017-08-07,"VHMM002","Yearling","M",0.276704374812294,0.303133446791471,0.211432575833417,0.208729602562819,0.47702472719992,-0.00393492721454157,-1,1726.82523766688,9984,0.11746673261236,0.172959258580417,"Subordinate","2016-10-27",284,134,14,-0.0549311265858101,0.514371037624805,"hm17"
2017-08-07,"VHMM006","Sub-Adult","M",0.0985394157663065,0.638155262104842,0.0670268107242897,0.196278511404562,0.515506202480992,0.16695608759734,-0.2,1946.75094310804,9995,0.124913484780774,0.194772480551079,"Juvenile","2016-12-28",222,134,4,-0.839597537427963,-0.689698049387714,"hm17"
2017-08-07,"VHMM007","Sub-Adult","M",0.0339645326119627,0.684300170323615,0.132451658150486,0.149283638913936,0.699829676385132,0.382004334246916,0.6,2115.21202964229,9977,0.127229591272189,0.212008823257721,"Juvenile","2016-12-28",222,134,-5,-0.902630487663725,-0.786421989387418,"hm17"
2017-08-07,"VLF206","DominantF","F",0.127435492364402,0.35724065297525,0.24044233807267,0.274881516587678,0.726171669299631,0.384367997753618,1,990.573192535324,9451,0.0784218306925436,0.104811468895918,"DominantF","2013-08-21",1447,134,-2,-0.79121605119758,-0.615456752514558,"hm17"
2017-08-08,"VCVM001","DominantM","M",0.511717932621887,0.267210713538397,0.0382925298179535,0.182778824021762,0.193032015065913,-0.547705323814058,-1,1383.8411725473,9552,0.088642754244601,0.144874494613411,"DominantM","2011-12-21",2057,134,-17,-1.96071172304223,-1.29377467893048,"hm17"
2017-08-08,"VHMM002","Yearling","M",0.0770517511761631,0.206272869837951,0.253319393622582,0.463355985363304,0.635859905906952,0.401567223613303,0.5,1903.95134607977,9562,0.123444012343408,0.199116434436286,"Subordinate","2016-10-27",285,134,3,-1.56351131351662,0.597876753451298,"hm17"
2017-08-08,"VHMM006","Sub-Adult","M",0.144459586958801,0.491665793060069,0.154838033336828,0.209036586644302,0.629101582975155,0.239366558937411,-0.5,1810.94290260443,9536,0.109562310666183,0.189905925189223,"Juvenile","2016-12-28",223,134,-5,-1.6428778257725,0.219896839555203,"hm17"
2017-08-08,"VHMM007","Sub-Adult","M",0.0435372729171017,0.643036124451869,0.114115681770725,0.199310920860305,0.67404468573815,0.341535614703961,0,1694.95546079653,9575,0.110538780204899,0.177018847080577,"Juvenile","2016-12-28",223,134,-15,-1.92358286281814,-1.11694993267836,"hm17"
2017-08-08,"VLF206","DominantF","F",0.07740232312566,0.398838437170011,0.216261879619852,0.307497360084477,0.693030623020063,0.45374338181731,1,1169.34560777192,9454,0.070506865386307,0.123687921279026,"DominantF","2013-08-21",1448,134,-18,-1.61618411169845,0.347024609952212,"hm17"
2017-08-12,"VCVM001","DominantM","M",0.466504685872961,0.335647344671989,0.0853870183963901,0.11246095105866,0.238111766747657,-0.432632633117858,-1,422.781510512963,2877,0.0852653883436507,0.146952210814377,"DominantM","2011-12-21",2061,134,6,0.260238333430976,-0.333943415206898,"hm17"
2017-08-12,"VHMM002","Yearling","M",0.0768688293370945,0.667842031029619,0.0916784203102962,0.16361071932299,0.724612129760226,0.589804178669436,1,498.707051749621,2833,0.11276555374054,0.176034963554402,"Subordinate","2016-10-27",289,134,30,1.32510562363898,1.69255522844861,"hm17"
2017-08-12,"VHMM003","Yearling","M",0.267462902642056,0.411147303655447,0.113282663771263,0.208107129931234,0.514296055012667,0.227477942269532,0.333333333333333,420.638978250136,2761,0.0978560187418902,0.152350227544417,"Subordinate","2016-10-27",289,134,7,0.602101808970755,0.316640818027833,"hm17"
2017-08-12,"VLF206","DominantF","F",0.199275362318841,0.578985507246377,0.108695652173913,0.11304347826087,0.507608695652174,0.303000429233444,-0.333333333333333,353.095606023578,2758,0.0909261350186208,0.128025963025228,"DominantF","2013-08-21",1452,134,7,-0.274907921266981,-1.35235497622959,"hm17"
2017-08-14,"VCVM001","DominantM","M",0.17284071926894,0.383904883560971,0.121155546821264,0.322098850348826,0.491500442173529,0.15734160314324,-0.333333333333333,2880.39834673902,10173,0.196633710360407,0.283141486949672,"DominantM","2011-12-21",2063,134,-4,-0.899106605456695,-1.34031358992723,"hm17"
2017-08-14,"VLF206","DominantF","F",0.164199723702388,0.509275705545688,0.070653246496941,0.255871324254983,0.591868955989738,0.180867227141077,0.333333333333333,1934.11636783513,10132,0.135070001866239,0.190891864176385,"DominantF","2013-08-21",1454,134,10,-0.0601354573403487,-0.177365073524187,"hm17"
2017-08-21,"VCVM001","DominantM","M",0.225155612792445,0.500214638334406,0.112255848894613,0.162373899978536,0.535951921013093,0.354607731472436,0.333333333333333,1369.0116506348,9315,0.0344537335192038,0.146968507851294,"DominantM","2011-12-21",2070,134,9,0.340997169735237,-0.881664308601575,"hm17"
2017-08-21,"VHMM002","Yearling","M",0.194187160651549,0.498669221760886,0.0638773554774832,0.243266262110082,0.37698285957628,0.121679714499432,-0.333333333333333,1193.86684837434,9392,0.0430101605206773,0.127115294758767,"Subordinate","2016-10-27",298,134,27,0.451569674899393,-0.747919456243866,"hm17"
2017-08-21,"VLF206","DominantF","F",0.327484742807323,0.403116826503923,0.0673496076721883,0.202048823016565,0.39548823016565,-0.524356793300656,-1,931.162739262798,9174,0.0224622842663669,0.101500189586091,"DominantF","2013-08-21",1461,134,50,2.06001101484364,1.1975980954975,"hm17"
2017-08-22,"VCVM001","DominantM","M",0.07784370914211,0.53625666297898,0.0714070200140803,0.31449260786483,0.45288142411747,0.0739003933390411,-0.2,1356.93832707875,9941,0.0482261585572573,0.136499177857232,"DominantM","2011-12-21",2071,134,8,0.0287610549081145,0.182775335283328,"hm17"
2017-08-22,"VHMM007","Sub-Adult","M",0.0484422110552764,0.724020100502513,0.0873366834170854,0.140201005025126,0.542914572864322,0.186235934207504,0.6,1626.41777766258,9949,0.0742103901253745,0.163475502830695,"Juvenile","2016-12-28",237,134,13,0.735320968581436,1.32711381286182,"hm17"
2017-08-22,"VLF206","DominantF","F",0.128043747420553,0.331923235658275,0.186648782501032,0.35338423442014,0.515373503920759,0.144428915157014,1,1135.30081475601,9680,0.0494969620503316,0.117283142020249,"DominantF","2013-08-21",1462,134,7,-0.661944676083353,-0.935885841726159,"hm17"
2017-08-24,"VCVM001","DominantM","M",0.185804791130469,0.496337358938824,0.110473173628984,0.207384676301722,0.501979805979014,0.0331200623160544,0,1944.82337867051,10088,0.0921662698654134,0.192785822627925,"DominantM","2011-12-21",2073,134,6,-0.158971775079809,1.07802483623705,"hm17"
2017-08-24,"VHMM006","Sub-Adult","M",0.228632916581267,0.422320147571224,0.0704037712646034,0.278643164582906,0.434515269522443,-0.0270170935951152,-1,2327.46862829136,9746,0.130071015436302,0.238812705550109,"Juvenile","2016-12-28",239,134,-4,-1.31126663876592,-0.743396595279821,"hm17"
2017-08-24,"VHMM007","Sub-Adult","M",0.0378614727218523,0.605684189605485,0.197257279141409,0.159197058531253,0.613534731193481,0.213975496035079,0.666666666666667,1993.21235771711,10044,0.104257846654412,0.19844806428884,"Juvenile","2016-12-28",239,134,5,-0.450846271906868,0.616661620459647,"hm17"
2017-08-24,"VLF206","DominantF","F",0.204642894489177,0.205793161141901,0.150475792115445,0.439088152253477,0.508313290808324,0.0856009637649729,0.333333333333333,1270.68274773064,9531,0.0612259876685433,0.133321031133211,"DominantF","2013-08-21",1464,134,-3,-1.44278718564186,-0.951289861416875,"hm17"
2017-08-25,"VCVM001","DominantM","M",0.167747082876234,0.621222698713474,0.0568465144110901,0.154183703999202,0.421162860277251,-0.0584445274133575,-0.666666666666667,1530.52737206573,10026,0.0708639811396299,0.152655832043261,"DominantM","2011-12-21",2074,134,5,-0.564446396480854,-0.156297936399014,"hm17"
2017-08-25,"VHMM002","Yearling","M",0.226706231454006,0.174480712166172,0.227101879327399,0.371711177052423,0.495450049455984,0.0357554977342704,-1,1963.9251320035,10107,0.0865859646197849,0.194313360245721,"Subordinate","2016-10-27",302,134,29,0.618243513883551,0.973542910794129,"hm17"
2017-08-25,"VHMM003","Yearling","M",0.194430118617844,0.424651882413615,0.184218669417225,0.196699329551315,0.526766374419804,0.081469174480182,0.333333333333333,1160.04357368795,9672,0.057857520463824,0.119938334748548,"Subordinate","2016-10-27",302,134,15,1.0568151475396,1.39251676165936,"hm17"
2017-08-25,"VHMM006","Sub-Adult","M",0.0885141203472707,0.512324119349366,0.212054685161162,0.187107075142201,0.589462129527991,0.168435133790677,1,1740.96119995243,10020,0.079027688488748,0.173748622749743,"Juvenile","2016-12-28",240,134,-10,-1.75156974598801,-1.29037411239063,"hm17"
2017-08-25,"VHMM007","Sub-Adult","M",0.0980940025945514,0.652130525895619,0.0846222931843129,0.165153178325516,0.461530785350763,0.0700939078005659,-0.333333333333333,1734.53953183735,10020,0.0687327033838931,0.173107737708318,"Juvenile","2016-12-28",240,134,2,-0.858861584624592,-0.437557041329027,"hm17"
2017-08-25,"VLF206","DominantF","F",0.136018621597004,0.320514118004251,0.128833114057282,0.414634146341463,0.484869952433964,0.117864693984899,0,1361.09029012228,9877,0.0704824812947525,0.137804018439028,"DominantF","2013-08-21",1465,134,2,-0.905206050195775,-0.481830582334822,"hm17"
2017-09-03,"VCVM001","DominantM","M",0.0411925138719082,0.408539452647418,0.250352675632465,0.299915357848208,0.735540299068936,0.43367125817289,0.6,2336.26259547914,10632,0.121976491339013,0.219738769326481,"DominantM","2011-12-21",2083,134,4,-0.685820498428008,-1.49569035125848,"hm17"
2017-09-03,"VHMM002","Yearling","M",0.249407751350327,0.470861366436085,0.0697432009855018,0.209987681228087,0.457879276035251,-0.0807578832222904,-0.6,2222.65771478064,10550,0.130587027840343,0.210678456377312,"Subordinate","2016-10-27",311,134,22,0.0635555261941583,0.587165924422368,"hm17"
2017-09-03,"VHMM006","Sub-Adult","M",0.299416964453639,0.458905397780703,0.0436336279857062,0.198044009779951,0.292552191085198,-0.259866114320024,-1,2171.45656603876,10633,0.133213194593921,0.204218618079447,"Juvenile","2016-12-28",249,134,11,-0.257999017928607,-0.306580176592117,"hm17"
2017-09-03,"VHMM007","Sub-Adult","M",0.130804131672941,0.70112945264987,0.0621681629500917,0.105898252727097,0.560864948354088,0.0860417354247169,0.2,2478.68473749118,10358,0.142106296493656,0.239301480738673,"Juvenile","2016-12-28",249,134,11,-0.123844351154517,0.0662965640844632,"hm17"
2017-09-03,"VLF206","DominantF","F",0.0913661202185792,0.370054644808743,0.266666666666667,0.271912568306011,0.686338797814208,0.382547799125959,1,1417.57313528247,9135,0.0963754593466051,0.155180419844824,"DominantF","2013-08-21",1474,134,26,0.265624742517115,1.14880803934376,"hm17"
2017-09-04,"VCVM001","DominantM","M",0.105585896330363,0.442464309667529,0.0821117179266073,0.369838076075501,0.566446296828591,0.196420288573287,-0.2,1986.07650523435,10433,0.0847898241442697,0.190364852413912,"DominantM","2011-12-21",2084,134,15,0.621272753999098,0.501062315064578,"hm17"
2017-09-04,"VHMM002","Yearling","M",0.1041054328245,0.506589551531241,0.131696216933725,0.257608798710534,0.624442969564805,0.344786520094927,0.6,2211.28997186703,10543,0.117033265915039,0.2097401092542,"Subordinate","2016-10-27",312,134,35,1.20874802572188,1.31575351988617,"hm17"
2017-09-04,"VHMM003","Yearling","M",0.270047288459604,0.421269745447228,0.05201730556394,0.256665660529228,0.366032800080491,-0.163712230254347,-0.6,1519.75190413358,9892,0.0834524765030691,0.153634442391183,"Subordinate","2016-10-27",312,134,1,-0.209093329777236,-0.650461804837349,"hm17"
2017-09-04,"VHMM006","Sub-Adult","M",0.27412344248044,0.512798222737371,0.0223123732251521,0.190765961557037,0.305225538491259,-0.2589028228756,-1,1822.10861267281,10349,0.0947399599260629,0.176066152543513,"Juvenile","2016-12-28",250,134,25,0.528945020117028,0.373025278655794,"hm17"
2017-09-04,"VHMM007","Sub-Adult","M",0.1125,0.717293233082707,0.0556390977443609,0.114567669172932,0.528289473684211,0.127828311497841,0.2,2080.90374750154,10633,0.0975064754172646,0.195702412066354,"Juvenile","2016-12-28",250,134,5,-0.86983627354939,-1.5667581850416,"hm17"
2017-09-04,"VLF206","DominantF","F",0.093068159876424,0.34900559953659,0.258351033017957,0.299575207569029,0.673971809229581,0.38566407468344,1,1498.68546915155,10341,0.087014900826542,0.144926551508708,"DominantF","2013-08-21",1475,134,25,0.279698786748584,0.0273788762724123,"hm17"
2019-06-24,"VCVM001","DominantM","M",0.099671052631579,0.481578947368421,0.0585526315789474,0.360197368421053,0.482236842105263,0.0567892463447771,-0.333333333333333,1307.17129029955,9103,0.0777681069008912,0.143597856783429,"DominantM","2011-12-21",2742,134,-1,-0.405670263799912,-0.32757022896506,"hm19"
2019-06-24,"VHMF022","Sub-Adult","F",0.0798863636363636,0.507386363636364,0.0854545454545454,0.327272727272727,0.627727272727273,0.272496299420093,0.555555555555556,1421.27579495499,8776,0.0957494496235376,0.16195029568767,"Juvenile","2018-09-26",271,134,16,0.650791373455968,0.8429736669948,"hm19"
2019-06-24,"VHMM007","Adult","M",0.0849911364979318,0.474689777427615,0.123793578885168,0.316525507189285,0.561847547764428,0.176629371147839,0.111111111111111,2185.24274324715,10152,0.11191334294255,0.215252437278088,"Subordinate","2016-12-28",908,134,-3,-0.642546751412842,-0.590025879879121,"hm19"
2019-06-24,"VHMM017","Yearling","M",0.0742879514534599,0.576685915630811,0.100420867182147,0.248605265733581,0.658901830282862,0.351382452681788,0.777777777777778,2376.86684298746,10216,0.111899067131191,0.232661202328451,"Subordinate","2018-05-15",405,134,1,-0.543404686171261,-0.480177935373703,"hm19"
2019-06-25,"VCVM001","DominantM","M",0.177844998435381,0.479294878481277,0.0483988734744967,0.294461249608845,0.28110983623657,-0.166180176552461,-1,1574.10705580523,9541,0.0868765006194638,0.164983445739989,"DominantM","2011-12-21",2743,134,11,0.924563809938613,0.804952189220145,"hm19"
2019-06-25,"VHMF001","DominantF","F",0.0315054835493519,0.495413758723829,0.187637088733799,0.285443668993021,0.706779661016949,0.45830681508838,1,1817.82011839371,9990,0.108054332730615,0.181963975815187,"DominantF","2016-10-27",971,134,22,0.385528961637895,0.0864128043380943,"hm19"
2019-06-26,"VCVM001","DominantM","M",0.329930951666166,0.424797358150706,0.0312218552987091,0.214049834884419,0.435604923446412,-0.0997697488326273,-0.75,1564.93556277706,9970,0.0968780009454213,0.156964449626586,"DominantM","2011-12-21",2744,134,4,0.0361376612018905,-0.177786628515846,"hm19"
2019-06-26,"VHMF015","Yearling","F",0.101544175136826,0.513096168881939,0.12812744331509,0.257232212666145,0.642689601250977,0.257214962013928,0.25,2185.93010424999,10228,0.123630073094799,0.213720190090926,"Subordinate","2018-05-15",407,134,8,-0.432843655349805,-0.833083791534542,"hm19"
2019-06-26,"VHMM007","Adult","M",0.350373460083422,0.269182267921234,0.0571345426326511,0.323309729362693,0.225822097196624,-0.348071028091091,-1,2097.95490696032,10306,0.112268755144861,0.203566360077656,"Subordinate","2016-12-28",910,134,2,-0.00556676911347987,-0.236059301448566,"hm19"
2019-06-26,"VHMM014","Yearling","M",0.0565447074936412,0.554881627861475,0.11807865388378,0.270495010761103,0.642535707297985,0.340070916183433,0.5,2147.26300010053,10220,0.119797218544672,0.210104011751519,"Subordinate","2018-05-15",407,134,25,1.63162172072118,2.05154776273872,"hm19"
2019-06-26,"VHMM017","Yearling","M",0.141611987072765,0.418078542748017,0.128488884536284,0.311820585642934,0.570169425129762,0.241164500679194,-0.25,2351.00232442324,10208,0.121563242701651,0.230309788834565,"Subordinate","2018-05-15",407,134,7,0.00624232373551584,-0.219558718656334,"hm19"
2019-06-27,"VCVM001","DominantM","M",0.185699647045429,0.468974154616874,0.0403051349197313,0.305021063417967,0.394284413070705,-0.0571453201012951,-1,1417.21323612345,8700,0.102493753917218,0.162898073117638,"DominantM","2011-12-21",2745,134,6,0.438362521792672,-0.528718324408193,"hm19"
2019-06-28,"VCVM001","DominantM","M",0.0148609779482263,0.681687440076702,0.0649568552253116,0.23849472674976,0.662032598274209,0.347852253634465,-0.5,707.729406108067,4127,0.113876641529432,0.171487619604572,"DominantM","2011-12-21",2746,134,-9,-1.48675143820668,-1.64185962092657,"hm19"
2019-07-13,"VCVM001","DominantM","M",0.278531129367515,0.204988617242403,0.143026823715728,0.373453429674354,0.443531624270019,0.00960177855553751,-0.8,1443.04150210806,10092,0.0636409774103862,0.142988654588591,"DominantM","2011-12-21",2761,134,15,1.31309370550021,1.91908305577013,"hm19"
2019-07-13,"VHMF001","DominantF","F",0.044158855928109,0.331916127162045,0.218958353464103,0.404966663445744,0.739781621412697,0.447992357077553,1,2223.91745301503,10343,0.120051827592544,0.215016673403754,"DominantF","2016-10-27",989,134,21,0.287317657582705,0.877296670158472,"hm19"
2019-07-13,"VHMF010","Adult","F",0.0460197787134045,0.50798002545775,0.170469010085186,0.27553118574366,0.716341917164398,0.445279579325531,0.8,1634.53951912872,10193,0.101071308142949,0.160359022773347,"Subordinate","2017-09-01",680,134,-5,-1.71006022254121,-1.15125633286731,"hm19"
2019-07-13,"VHMF015","Yearling","F",0.146984924623116,0.583011209895632,0.0912253575570158,0.178778507924237,0.613548511789718,0.242001316197489,0.4,2257.23528770487,10341,0.128376049921426,0.218280174809484,"Subordinate","2018-05-15",424,134,20,0.934139597710638,1.53421422297931,"hm19"
2019-07-13,"VHMF022","Sub-Adult","F",0.256164252134702,0.46522114554351,0.0726278422718987,0.20598676004989,0.548402571236688,0.0590501352616258,-0.2,2231.18044353193,10419,0.133426312547488,0.214145354019765,"Juvenile","2018-09-26",290,134,0,-1.6405098697802,-1.08062043649596,"hm19"
2019-07-13,"VHMM007","Adult","M",0.183838383838384,0.522462722462723,0.0855218855218855,0.208177008177008,0.527946127946128,0.12997489843018,0.2,2430.42607451435,10390,0.108403868908808,0.233919737681843,"Subordinate","2016-12-28",927,134,0,-0.383090090649136,0.196425181362831,"hm19"
2019-07-13,"VHMM016","Yearling","M",0.136749633967789,0.369838945827233,0.143875061005368,0.34953635919961,0.517423133235725,0.124857101666858,-0.4,2273.99481521335,10239,0.138956528533961,0.222091494795718,"Subordinate","2018-05-15",424,134,-11,-1.84262805292709,-1.28589328519863,"hm19"
2019-07-13,"VHMM017","Yearling","M",0.150615847153525,0.666375715255552,0.0229851614780332,0.160023276112889,0.470759383183008,0.085975709252213,-0.6,2329.14321928379,10302,0.12568287040689,0.226086509346126,"Subordinate","2018-05-15",424,134,-2,-1.51679636613946,-0.954976009458603,"hm19"
